sessionnat;acam;libelle_acam;departement;domaine;codeqp;libelleqp;cat_cand_exa;libelle_cat_exa;sexe;decision_1;libelle_decision_1;decision_11;libelle_decision_11;effectif
2022;8;Grenoble;73;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;2
2022;8;Grenoble;73;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;4
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;2
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;2
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;10
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;2
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;4
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;X;Absent;;;3
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;1
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;1
2022;8;Grenoble;7;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;8;Grenoble;26;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;2
2022;8;Grenoble;26;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;1
2022;8;Grenoble;26;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;1
2022;8;Grenoble;26;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;A;Très bien;;;1
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;5
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;7
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;5
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;2
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;U;Refusé;1
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;8;Grenoble;73;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;A;Très bien;;;1
2022;8;Grenoble;73;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;1
2022;8;Grenoble;73;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;2
2022;8;Grenoble;73;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;A;Très bien;;;1
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;6
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;4
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;3
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;1
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;U;Refusé;2
2022;8;Grenoble;74;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;A;Très bien;;;1
2022;8;Grenoble;38;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;2
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;1305
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;2234
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;2392
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;1550
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;311
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;138
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;137
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;273
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;602
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;1031
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;1151
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;772
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;164
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;73
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;55
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;3
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;131
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;821
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;1509
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;1966
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;1621
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;400
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;193
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;157
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;5
2022;9;Lille;59;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;214
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;394
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;642
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;938
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;782
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;188
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;75
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;43
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;3
2022;9;Lille;62;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;80
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;1
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;2
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;3
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;7
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;6
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;5
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;10
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;39
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;2
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;1
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;1
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;4
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;8
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;1
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;1
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;5
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;10
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;10
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;4
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;9
2022;9;Lille;59;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;35
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;5
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;6
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;1
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;3
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;1
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;11
2022;9;Lille;62;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;Y;TB avec félicitations;;;1
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;2
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;6
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;9
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;12
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;3
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;1
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;1
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;X;Absent;;;1
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;1
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;3
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;3
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;4
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;2
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;5
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;1
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;4
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;6
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;1
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;U;Refusé;1
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;4
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;1
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;1
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;2
2022;9;Lille;62;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;2
2022;9;Lille;59;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;U;Refusé;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;223
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;459
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;574
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;386
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;59
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;30
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;17
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;33
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;233
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;545
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;766
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;523
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;90
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;34
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;29
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;3
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;34
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;833
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;1714
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;2023
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;1344
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;222
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;I;Hors champ;1
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;112
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;102
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;2
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;95
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;152
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;310
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;455
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;387
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;85
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;38
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;20
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;7
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;144
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;357
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;494
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;460
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;83
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;41
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;26
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;1
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;14
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;579
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;1207
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;1576
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;1133
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;204
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;100
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;71
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;1
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;61
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;3
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;3
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;2
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;5
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;1
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;2
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;2
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;2
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;5
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;7
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;4
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;6
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;4
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;7
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;8
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;4
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;27
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;27
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;Y;TB avec félicitations;;;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;5
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;7
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;3
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;4
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;2
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;3
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;4
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;1
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;2
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;1
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;1
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;2
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;1
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;4
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;5
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;9
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;19
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;2
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;5
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;23
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;43
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;570;MODULE REPREPARA.EXA.PAR ALTER;F;C;Assez bien;;;1
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;570;MODULE REPREPARA.EXA.PAR ALTER;M;P;Passe le second groupe;D;Admis sans mention;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;1
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;5
2022;10;Lyon;1;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;1
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;2
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;2
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;3
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;1
2022;10;Lyon;42;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;4
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;2
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;2
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;11
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;7
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;3
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;4
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;3
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;Y;TB avec félicitations;;;1
2022;10;Lyon;69;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;1
