sessionnat;acam;libelle_acam;departement;domaine;codeqp;libelleqp;cat_cand_exa;libelle_cat_exa;sexe;decision_1;libelle_decision_1;decision_11;libelle_decision_11;effectif
2022;14;Rennes;29;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;3
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;1
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;1
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;5
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;1
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;1
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;4
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;14
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;5
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;11
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;2
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;3
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;2
2022;14;Rennes;22;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;1
2022;14;Rennes;22;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;1
2022;14;Rennes;22;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;3
2022;14;Rennes;29;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;2
2022;14;Rennes;29;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;2
2022;14;Rennes;29;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;4
2022;14;Rennes;29;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;1
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;2
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;8
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;8
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;1
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;4
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;1
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;5
2022;14;Rennes;35;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;15
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;1
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;1
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;1
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;1
2022;14;Rennes;56;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;5
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;3
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;3
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;2
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;6
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;I;Hors champ;;;1
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;1
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;5
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;1
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;2
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;2
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;4
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;1
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;2
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;U;Refusé;1
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;A;Très bien;;;1
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;2
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;1
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;3
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;613
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;947
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;935
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;600
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;I;Hors champ;;;12
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;101
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;46
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;35
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;14
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;107
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;354
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;627
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;627
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;388
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;46
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;41
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;30
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;2
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;54
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;306
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;622
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;795
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;562
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;I;Hors champ;;;7
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;64
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;45
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;31
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;6
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;54
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;218
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;419
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;490
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;333
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;69
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;34
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;32
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;2
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;34
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;12
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;3
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;8
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;12
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;D;Admis sans mention;2
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;P;Passe le second groupe;U;Refusé;4
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;13
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;14
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;Y;TB avec félicitations;;;1
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;A;Très bien;;;3
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;B;Bien;;;3
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;C;Assez bien;;;1
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;D;Admis sans mention;;;2
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;R;Refusé;;;5
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;F;X;Absent;;;4
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;2
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;7
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;6
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;3
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;D;Admis sans mention;5
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;P;Passe le second groupe;U;Refusé;3
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;7
2022;15;Strasbourg;67;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;12
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;A;Très bien;;;1
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;B;Bien;;;4
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;C;Assez bien;;;2
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;D;Admis sans mention;;;3
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;R;Refusé;;;7
2022;15;Strasbourg;68;BGT;BCG;Baccalauréat général;520;INDIVIDUEL;M;X;Absent;;;3
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;1
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;3
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;1
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;1
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;8
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;12
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;9
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;3
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;2
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;7
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;X;Absent;;;1
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;1
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;1
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;A;Très bien;;;1
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;1
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;1
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;S;Hors champ;;;1
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;1
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;2
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;1
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;2
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;B;Bien;;;3
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;3
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;2
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;2
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;X;Absent;;;1
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;C;Assez bien;;;1
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;D;Admis sans mention;;;2
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;P;Passe le second groupe;U;Refusé;2
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;F;R;Refusé;;;1
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;2
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;4
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;C;Assez bien;;;5
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;3
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;1
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;X;Absent;;;1
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;1
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;2
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;D;Admis sans mention;;;2
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;X;Absent;;;1
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;B;Bien;;;1
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;220;CNED SCOLAIRE;M;R;Refusé;;;1
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;56
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;79
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;145
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;108
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;18
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;4
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;4
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;1
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;4
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;83
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;183
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;244
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;124
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;25
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;2
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;3
2022;16;Toulouse;12;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;11
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;690
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;1215
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;1289
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;773
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;134
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;46
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;46
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;S;Hors champ;;;8
2022;16;Toulouse;31;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;124
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;59
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;141
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;175
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;94
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;10
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;8
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;4
2022;16;Toulouse;32;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;10
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;48
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;109
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;119
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;98
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;15
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;3
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;2
2022;16;Toulouse;46;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;6
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;73
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;151
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;192
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;132
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;28
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;16
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;5
2022;16;Toulouse;65;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;15
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;126
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;280
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;352
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;250
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;44
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;12
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;11
2022;16;Toulouse;81;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;17
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;A;Très bien;;;82
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;B;Bien;;;168
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;C;Assez bien;;;247
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;D;Admis sans mention;;;181
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;D;Admis sans mention;23
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;P;Passe le second groupe;U;Refusé;12
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;R;Refusé;;;5
2022;16;Toulouse;82;BGT;BCG;Baccalauréat général;110;SCOLAIRE;F;Y;TB avec félicitations;;;3
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;A;Très bien;;;27
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;B;Bien;;;60
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;C;Assez bien;;;79
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;D;Admis sans mention;;;73
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;D;Admis sans mention;15
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;P;Passe le second groupe;U;Refusé;3
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;R;Refusé;;;3
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;S;Hors champ;;;2
2022;16;Toulouse;9;BGT;BCG;Baccalauréat général;110;SCOLAIRE;M;Y;TB avec félicitations;;;5
